codrole;codgr;libgr;sougr;libsougr;codal;libal
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20035;oignon cuit
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20045;radis rouge cru
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20046;salsifis cuit
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20050;topinambour cuit
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20055;céleri-rave cru
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20064;navet pelé cru
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20081;salsifis en conserve
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20089;radis noir cru
L;23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20097;échalote crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20005;bette ou blette cuite
L;23;légumes (hors pommes de terre);2;légumes feuilles;20012;chicorée frisée crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20022;cresson
L;23;légumes (hors pommes de terre);2;légumes feuilles;20026;endive crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20027;épinard cuit
L;23;légumes (hors pommes de terre);2;légumes feuilles;20031;laitue crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20032;laitue cuite
L;23;légumes (hors pommes de terre);2;légumes feuilles;20038;pissenlit cru
L;23;légumes (hors pommes de terre);2;légumes feuilles;20059;épinard cru
L;23;légumes (hors pommes de terre);2;légumes feuilles;20090;scarole crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20098;endive cuite
L;23;légumes (hors pommes de terre);2;légumes feuilles;20099;mâche crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20111;oseille crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;20112;oseille cuite à l'eau
L;23;légumes (hors pommes de terre);2;légumes feuilles;20127;pourpier feuille cru
L;23;légumes (hors pommes de terre);2;légumes feuilles;20171;laitue romaine crue
L;23;légumes (hors pommes de terre);2;légumes feuilles;25604;salade verte sans assaisonnement sans précision
L;23;légumes (hors pommes de terre);2;légumes feuilles;92044;autre salade sans assaisonnement
L;23;légumes (hors pommes de terre);3;légumes fruits;13004;avocat frais
L;23;légumes (hors pommes de terre);3;légumes fruits;20002;aubergine cuite
L;23;légumes (hors pommes de terre);3;légumes fruits;20020;courgette crue
L;23;légumes (hors pommes de terre);3;légumes fruits;20021;courgette cuite
L;23;légumes (hors pommes de terre);3;légumes fruits;20041;poivron vert jaune ou rouge cru
L;23;légumes (hors pommes de terre);3;légumes fruits;20042;poivron vert jaune ou rouge cuit
L;23;légumes (hors pommes de terre);3;légumes fruits;20047;tomate crue
L;23;légumes (hors pommes de terre);3;légumes fruits;20048;tomate pelée en conserve
L;23;légumes (hors pommes de terre);3;légumes fruits;20049;maïs doux en épis cuit
L;23;légumes (hors pommes de terre);3;légumes fruits;20066;maïs doux en conserve
L;23;légumes (hors pommes de terre);3;légumes fruits;20085;poivron vert cru
L;23;légumes (hors pommes de terre);3;légumes fruits;20086;poivron vert cuit
L;23;légumes (hors pommes de terre);3;légumes fruits;20087;poivron rouge cru
L;23;légumes (hors pommes de terre);3;légumes fruits;20088;poivron rouge cuit
L;23;légumes (hors pommes de terre);3;légumes fruits;20096;potiron cuit
L;23;légumes (hors pommes de terre);3;légumes fruits;20172;tomate cerise crue
L;23;légumes (hors pommes de terre);3;légumes fruits;20210;concombre cru pulpe
L;23;légumes (hors pommes de terre);4;légumes tiges;20000;artichaut cuit
L;23;légumes (hors pommes de terre);4;légumes tiges;20001;asperge cuite
L;23;légumes (hors pommes de terre);4;légumes tiges;20018;cœur de palmier en conserve
L;23;légumes (hors pommes de terre);4;légumes tiges;20023;céleri branche cru
L;23;légumes (hors pommes de terre);4;légumes tiges;20024;céleri branche cuit
L;23;légumes (hors pommes de terre);4;légumes tiges;20028;fenouil cru
L;23;légumes (hors pommes de terre);4;légumes tiges;20029;germe ou pousse de soja en conserve
L;23;légumes (hors pommes de terre);4;légumes tiges;20039;poireau cru
L;23;légumes (hors pommes de terre);4;légumes tiges;20040;poireau cuit
L;23;légumes (hors pommes de terre);4;légumes tiges;20052;artichaut cru
L;23;légumes (hors pommes de terre);4;légumes tiges;20054;cardon cru
L;23;légumes (hors pommes de terre);4;légumes tiges;20076;asperge en conserve
L;23;légumes (hors pommes de terre);4;légumes tiges;20078;céleri branche en conserve
L;23;légumes (hors pommes de terre);4;légumes tiges;20118;fenouil cuit à l'eau
L;23;légumes (hors pommes de terre);4;légumes tiges;20183;germe ou pousse de soja cru
L;23;légumes (hors pommes de terre);5;choux;20006;brocoli cuit
L;23;légumes (hors pommes de terre);5;choux;20013;chou de bruxelles cuit
L;23;légumes (hors pommes de terre);5;choux;20014;chou rouge cru
L;23;légumes (hors pommes de terre);5;choux;20015;chou vert cuit
L;23;légumes (hors pommes de terre);5;choux;20016;chou-fleur cru
L;23;légumes (hors pommes de terre);5;choux;20017;chou-fleur cuit
L;23;légumes (hors pommes de terre);5;choux;20077;chou de bruxelles en conserve
L;23;légumes (hors pommes de terre);5;choux;20095;chou rouge cuit à l'eau
L;23;légumes (hors pommes de terre);5;choux;20116;chou blanc cru
L;23;légumes (hors pommes de terre);6;champignons;20010;champignon tout type cru sans précision
L;23;légumes (hors pommes de terre);6;champignons;20011;champignon tout type en conserve
L;23;légumes (hors pommes de terre);6;champignons;20079;champignon de paris en conserve
L;23;légumes (hors pommes de terre);6;champignons;20125;champignon de paris sauté
L;23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20030;haricot vert cuit
L;23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20036;petit pois en conserve
L;23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20037;petit pois cuit
L;23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20062;haricot vert en conserve égoutté
L;23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20063;haricot beurre en conserve
L;23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20071;haricot vert surgelé cuit
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;8296;terrine ou mousse de légumes
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20051;macédoine de légumes en conserve
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20093;petits pois et carottes en conserve
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20101;légumes mélangés surgelés
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20169;pulpe de tomate en conserve
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20170;purée de tomate
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20495;légume en purée hors pomme de terre non salé
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20499;légumes cuits sans précision
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25004;choucroute sans garniture
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25018;ratatouille niçoise
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25600;céleri rémoulade
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25605;champignons à la grecque
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25616;autre légume frais ou crudité, sans assaisonnement
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25617;crudités vinaigrette sans précision
L;23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25620;guacamole industriel
F;24;pommes de terre et apparentés;99;sans;4002;pomme de terre cuite au four
F;24;pommes de terre et apparentés;99;sans;4003;pomme de terre cuite à l'eau
F;24;pommes de terre et apparentés;99;sans;4005;pomme de terre frite non salée
F;24;pommes de terre et apparentés;99;sans;4006;pomme de terre cuite à la vapeur
F;24;pommes de terre et apparentés;99;sans;4010;pomme de terre frite surgelée cuite
F;24;pommes de terre et apparentés;99;sans;4013;pomme noisette précuite surgelée
F;24;pommes de terre et apparentés;99;sans;4018;purée de pomme de terre avec lait et beurre non salée
F;24;pommes de terre et apparentés;99;sans;4019;purée de pomme de terre à base de flocons reconstituée au lait demi-écrémé
F;24;pommes de terre et apparentés;99;sans;4021;pomme de terre dauphine cuite
F;24;pommes de terre et apparentés;99;sans;4027;pomme de terre rissolée surgelée
F;24;pommes de terre et apparentés;99;sans;4102;patate douce cuite
F;24;pommes de terre et apparentés;99;sans;25510;gnocchis de pommes de terre
P;25;légumes secs;1;légumes secs;20500;fève cuite
P;25;légumes secs;1;légumes secs;20502;haricot blanc cuit
P;25;légumes secs;1;légumes secs;20503;haricot rouge cuit
P;25;légumes secs;1;légumes secs;20505;lentille cuite
P;25;légumes secs;1;légumes secs;20506;pois cassé cuit
P;25;légumes secs;1;légumes secs;20507;pois chiche cuit
P;25;légumes secs;1;légumes secs;20508;haricot flageolet en conserve
P;25;légumes secs;1;légumes secs;20511;haricot blanc en conserve
P;25;légumes secs;1;légumes secs;20700;autre légume sec cuit
P;25;légumes secs;2;légumes secs préparés;20510;lentille cuisinée en conserve
P;25;légumes secs;2;légumes secs préparés;25621;houmous
PS;26;fruits;99;sans;13000;abricot frais
PS;26;fruits;99;sans;13002;ananas frais
PS;26;fruits;99;sans;13005;banane fraîche
PS;26;fruits;99;sans;13008;cerise fraîche
PS;26;fruits;99;sans;13009;citron frais
PS;26;fruits;99;sans;13010;coing frais
PS;26;fruits;99;sans;13012;figue fraîche
PS;26;fruits;99;sans;13014;fraise fraîche
PS;26;fruits;99;sans;13015;framboise fraîche
PS;26;fruits;99;sans;13016;fruit de la passion frais
PS;26;fruits;99;sans;13018;grenade fraîche
PS;26;fruits;99;sans;13019;groseille fraîche
PS;26;fruits;99;sans;13020;groseille à maquereau fraîche
PS;26;fruits;99;sans;13021;kiwi frais
PS;26;fruits;99;sans;13023;litchi frais
PS;26;fruits;99;sans;13024;clémentine ou mandarine fraîche
PS;26;fruits;99;sans;13025;mangue fraîche
PS;26;fruits;99;sans;13026;melon frais
PS;26;fruits;99;sans;13027;mirabelle fraîche
PS;26;fruits;99;sans;13028;myrtille fraîche
PS;26;fruits;99;sans;13029;mûre de ronce fraîche
PS;26;fruits;99;sans;13030;nectarine non pelée fraîche
PS;26;fruits;99;sans;13034;orange fraîche
PS;26;fruits;99;sans;13035;papaye fraîche
PS;26;fruits;99;sans;13036;pastèque fraîche
PS;26;fruits;99;sans;13037;poire non pelée fraîche
PS;26;fruits;99;sans;13039;pomme non pelée fraîche
PS;26;fruits;99;sans;13040;pamplemousse frais
PS;26;fruits;99;sans;13041;prune reine-claude fraîche
PS;26;fruits;99;sans;13043;pêche non pelée fraîche
PS;26;fruits;99;sans;13044;raisin blanc frais
PS;26;fruits;99;sans;13045;raisin noir frais
PS;26;fruits;99;sans;13063;figue de barbarie
PS;26;fruits;99;sans;13066;kaki frais
PS;26;fruits;99;sans;13067;lime dit citron vert pulpe
PS;26;fruits;99;sans;13071;mûre noire de mûrier fraîche
PS;26;fruits;99;sans;13084;pêche pelée fraîche
PS;26;fruits;99;sans;13134;salade de fruits frais
PS;26;fruits;99;sans;13564;nèfle du japon fraîche
PS;26;fruits;99;sans;13997;fruits rouges frais (framboises, fraises, groseilles, cassis)
PS;26;fruits;99;sans;13999;fruit sans précision
PS;26;fruits;99;sans;90130;litchi sans précision
PS;26;fruits;99;sans;92049;autre fruit
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13001;abricot sec
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13006;banane mi-sèche
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13011;datte sèche
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13013;figue sèche
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13042;pruneau sec
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13046;raisin sec
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13051;mélange pour apéritif de fruits exotiques séchés
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15015;purée de marrons en conserve
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15020;châtaigne cuite à l'eau
P;27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15021;châtaigne grillée
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15000;amande
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15001;cacahuète ou arachide
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15002;cacahuète grillée salée
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15004;noisette
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15005;noix
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15006;noix de coco amande mûre fraîche
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15007;noix de coco amande sèche
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15008;noix du brésil
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15009;pistache rôtie salée
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15010;graine de sésame et autres
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15011;graine de tournesol
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15019;noix de cajou salée
P;27;fruits secs et graines oléagineuses;2;oléagineux et graines;15025;pignon de pin
P;27;fruits secs et graines oléagineuses;3;mélanges;15018;mélange pour apéritif de graines salées et raisin sec
P;27;fruits secs et graines oléagineuses;3;mélanges;15040;fruits secs ou séchés et graines oléagineuses sans précision
PS;28;glaces et desserts glacés;1;glaces;39500;glace crème glacée sorbet ou glace à l'eau parfums divers
PS;28;glaces et desserts glacés;1;glaces;39503;glace enrobée de chocolat type esquimau
PS;28;glaces et desserts glacés;1;glaces;39507;crème glacée au chocolat type carte d'or chocolat
PS;28;glaces et desserts glacés;1;glaces;39508;glace en cornet
PS;28;glaces et desserts glacés;1;glaces;39600;crème glacée à la vanille type carte d'or vanille
PS;28;glaces et desserts glacés;2;desserts glacés;23472;profiteroles glace vanille et sauce chocolat
PS;28;glaces et desserts glacés;2;desserts glacés;31035;barre chocolatée glacée type mars twix snickers
PS;28;glaces et desserts glacés;2;desserts glacés;39401;pêche melba
PS;28;glaces et desserts glacés;2;desserts glacés;39518;omelette norvégienne
PS;28;glaces et desserts glacés;2;desserts glacés;39519;poire belle hélène
PS;28;glaces et desserts glacés;3;sorbets;31025;sorbet tout type
PS;29;chocolat;1;chocolat en tablettes;673;chocolat au lait fourré au praliné en tablette
PS;29;chocolat;1;chocolat en tablettes;677;chocolat noir fourré au praliné en tablette
PS;29;chocolat;1;chocolat en tablettes;31004;chocolat au lait en tablette ou en barre type kinder maxi
PS;29;chocolat;1;chocolat en tablettes;31005;chocolat noir 40% de cacao minimum en tablette à pâtisser ou à croquer
PS;29;chocolat;1;chocolat en tablettes;31009;chocolat au lait et aux céréales croustillantes en tablette type crunch
PS;29;chocolat;1;chocolat en tablettes;31010;chocolat blanc en tablette type galak
PS;29;chocolat;1;chocolat en tablettes;31018;chocolat au lait aux fruits secs (amande noisette raisin sec) en tablette ou en
PS;29;chocolat;1;chocolat en tablettes;31030;chocolat extra noir dégustation 70% de cacao sans sucres ajoutés avec édulcorant
PS;29;chocolat;1;chocolat en tablettes;31070;chocolat noir aux fruits secs (amande noisette raisin sec praliné) en tablette
PS;29;chocolat;1;chocolat en tablettes;31074;chocolat noir 70% de cacao minimum en tablette
PS;29;chocolat;2;barres chocolatées;31000;barre chocolatée biscuitée type kit-kat lion ou twix
PS;29;chocolat;2;barres chocolatées;31001;barre chocolatée non biscuitée enrobée type mars
PS;29;chocolat;2;barres chocolatées;31002;barre à la noix de coco enrobée de chocolat type bounty
PS;29;chocolat;2;barres chocolatées;31071;barre chocolatée aux fruits secs type nuts ou snickers
PS;29;chocolat;2;barres chocolatées;31073;barre pour enfant au lait et au cacao type pingui
PS;29;chocolat;3;pâte chocolatée à tartiner;31032;pâte à tartiner au chocolat et aux noisettes type nutella
S;30;sucres et dérivés;1;sucre et assimilés;31016;sucre blanc
S;30;sucres et dérivés;1;sucre et assimilés;31017;sucre roux
S;30;sucres et dérivés;1;sucre et assimilés;31076;sucre allégé type tutti free
S;30;sucres et dérivés;1;sucre et assimilés;31077;fructose
S;30;sucres et dérivés;1;sucre et assimilés;81052;sucre blanc ajouté au service
S;30;sucres et dérivés;2;confiserie;15201;pâte d'amande fabrication industrielle
S;30;sucres et dérivés;2;confiserie;24520;meringue
S;30;sucres et dérivés;2;confiserie;31003;bonbons tout type sauf gélifiés
S;30;sucres et dérivés;2;confiserie;31007;chewing-gum sucré
S;30;sucres et dérivés;2;confiserie;31014;pâte de fruits
S;30;sucres et dérivés;2;confiserie;31033;nougat ou touron
S;30;sucres et dérivés;2;confiserie;31041;confiserie dragéifiée au chocolat type smarties
S;30;sucres et dérivés;2;confiserie;31042;confiserie à base de cacahuètes dragéifiées enrobées de chocolat type m&ms cacah
S;30;sucres et dérivés;2;confiserie;31054;chewing-gum sans sucre
S;30;sucres et dérivés;2;confiserie;31060;bonbons gélifiés
S;30;sucres et dérivés;3;confiture et miel;31006;confiture ou marmelade tout type
S;30;sucres et dérivés;3;confiture et miel;31008;miel
S;30;sucres et dérivés;3;confiture et miel;31024;confiture de fraise
S;30;sucres et dérivés;3;confiture et miel;31037;confiture d'abricot
S;30;sucres et dérivés;3;confiture et miel;31038;confiture de cerise
S;30;sucres et dérivés;3;confiture et miel;31039;confiture d'orange
S;30;sucres et dérivés;3;confiture et miel;31110;confiture allégée
S;30;sucres et dérivés;3;confiture et miel;81067;confiture ajoutée au service
BF;31;eaux;1;eau minérale plate;18045;eau minérale plate sans précision
BF;31;eaux;1;eau minérale plate;76000;abatilles eau plate
BF;31;eaux;1;eau minérale plate;76001;aix les bains eau plate
BF;31;eaux;1;eau minérale plate;76003;alet eau plate
BF;31;eaux;1;eau minérale plate;76004;amanda eau plate
BF;31;eaux;1;eau minérale plate;76010;celtic eau plate
BF;31;eaux;1;eau minérale plate;76011;chambon eau plate
BF;31;eaux;1;eau minérale plate;76016;contrex eau plate
BF;31;eaux;1;eau minérale plate;76017;dax eau plate
BF;31;eaux;1;eau minérale plate;76020;évian eau plate
BF;31;eaux;1;eau minérale plate;76022;hépar eau plate
BF;31;eaux;1;eau minérale plate;76025;luchon eau plate
BF;31;eaux;1;eau minérale plate;76027;mont roucous eau plate
BF;31;eaux;1;eau minérale plate;76029;orée du bois eau plate
BF;31;eaux;1;eau minérale plate;76032;plancoët eau plate
BF;31;eaux;1;eau minérale plate;76043;saint amand vauban eau plate
BF;31;eaux;1;eau minérale plate;76044;saint antonin noble val eau plate
BF;31;eaux;1;eau minérale plate;76050;thonon eau plate
BF;31;eaux;1;eau minérale plate;76056;vittel eau plate
BF;31;eaux;1;eau minérale plate;76057;volvic eau plate
BF;31;eaux;1;eau minérale plate;76059;wattwiller eau plate
BF;31;eaux;1;eau minérale plate;76063;beckerich eau plate
BF;31;eaux;1;eau minérale plate;76065;chaudfontaine eau plate
BF;31;eaux;1;eau minérale plate;76067;courmayeur eau plate
BF;31;eaux;1;eau minérale plate;76073;san benedetto eau plate
BF;31;eaux;1;eau minérale plate;76078;valvert eau plate
BF;31;eaux;2;eau minérale gazeuse;18046;eau gazeuse sans précision
BF;31;eaux;2;eau minérale gazeuse;76006;arcens eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76007;arvie eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76008;auvergne eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76013;châteauneuf eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76021;fonfort eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76024;la vernière eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76028;ogeu eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76031;parot eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76034;puits saint georges eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76035;quézac eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76037;rozana eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76039;salvetat eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76041;saint alban antonin eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76046;saint diéry eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76047;sainte marguerite eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76049;saint yorre eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76051;vals saint jean eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76052;vals vivaraise eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76054;vernet eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76055;vichy célestins eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76060;perrier eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76061;badoit eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76075;san pellegrino eau gazeuse
BF;31;eaux;2;eau minérale gazeuse;76079;apollinaris eau gazeuse
BF;31;eaux;3;eau du robinet;18066;eau du robinet
BF;31;eaux;4;eau de source;18008;eau de source
BF;31;eaux;5;autre eau;18009;eau minérale ou non faiblement minéralisée
BF;31;eaux;5;autre eau;18044;eau minérale sans précision
BF;31;eaux;5;autre eau;92053;autre eau minérale
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2000;jus d'ananas à base de concentré pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2002;cocktail de purs jus de fruits multivitaminé pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2004;jus de fruits sans précision
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2006;pur jus de carottes pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2007;jus de citron pressé maison
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2012;jus d'orange à base de concentré pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2013;jus d'orange pressé maison
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2014;jus de pomme à base de concentré pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2015;jus de pamplemousse à base de concentré pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2016;pur jus de raisin pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2021;pur jus de tomate pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2023;pur jus de mangue frais
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2025;pur jus de pamplemousse frais
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2027;pur jus de pamplemousse pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2031;pur jus de lime (citron vert) pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2034;pur jus de mandarine ou de clémentine pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2035;cocktail de purs jus de fruits pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2069;cocktail de jus de fruits à base de concentré pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2070;pur jus d'orange pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2073;pur jus d'ananas pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2074;pur jus de pomme pasteurisé
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2075;jus de légumes
BF;32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);92052;autre jus de fruits
BF;32;boissons fraîches sans alcool;2;nectars;2043;nectar d'abricot pasteurisé
BF;32;boissons fraîches sans alcool;2;nectars;2054;nectar de poire pasteurisé
BF;32;boissons fraîches sans alcool;2;nectars;2060;nectar de cocktail de fruits multivitaminé pasteurisé
BF;32;boissons fraîches sans alcool;2;nectars;2061;nectar de cocktail de fruits pasteurisé
BF;32;boissons fraîches sans alcool;2;nectars;2365;nectar de fruit de la passion pasteurisé
BF;32;boissons fraîches sans alcool;2;nectars;2375;nectar d'orange pasteurisé
BF;32;boissons fraîches sans alcool;3;boissons aux fruits;18304;boisson plate aux fruits 10 à 50% de jus à teneur réduite en sucre type minute m
BF;32;boissons fraîches sans alcool;3;boissons aux fruits;18330;boisson plate aux fruits exotiques 10 à 50% de jus sucrée type banga exotique ou
BF;32;boissons fraîches sans alcool;3;boissons aux fruits;18342;boisson plate à l'orange 10 à 50% de jus sucrée type oasis orange
BF;32;boissons fraîches sans alcool;3;boissons aux fruits;18350;boisson diététique pour le sport type sunny delight powerade orange dunk isotoni
BF;32;boissons fraîches sans alcool;4;sodas et colas;18001;soda sans jus de fruit light
BF;32;boissons fraîches sans alcool;4;sodas et colas;18010;limonade ou clear lime sucrée type seven'up ou sprite
BF;32;boissons fraîches sans alcool;4;sodas et colas;18018;soda au cola type coca-cola ou pepsi-cola
BF;32;boissons fraîches sans alcool;4;sodas et colas;18019;boisson gazeuse aux fruits 10 à 50% de jus sucrée type fanta orange
BF;32;boissons fraîches sans alcool;4;sodas et colas;18037;soda au cola à teneur réduite en sucre édulcorants + sucre type coca-cola blak
BF;32;boissons fraîches sans alcool;4;sodas et colas;18049;boisson gazeuse sucrée aux fruits moins de 10% de fruits type gini ou schweppes
BF;32;boissons fraîches sans alcool;4;sodas et colas;18060;soda au cola light type coca-cola light ou pepsi-cola light
BF;32;boissons fraîches sans alcool;4;sodas et colas;18301;boisson gazeuse au jus d'orange avec pulpe environ 14% de fruit sucrée type oran
BF;32;boissons fraîches sans alcool;4;sodas et colas;18340;boisson gazeuse aux fruits et aux édulcorants type fanta light orange ou orangin
BF;32;boissons fraîches sans alcool;4;sodas et colas;18344;tonic type schweppes indian tonic
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;1011;boisson ou apéritif anisé sans alcool
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;2008;cocktail sans alcool à base de jus de fruits et de sirop
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;5030;bière sans alcool type tourtel
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18011;eau de noix de coco
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18017;sirop aux extraits de fruits à diluer type menthe ou fraise
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18027;eau minérale ou de source aromatisée sans précision
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18029;boisson rafraîchissante sans alcool sans précision
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18041;lait de noix de coco
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18047;eau minérale ou de source aromatisée aux agrumes
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18058;sirop aux extraits de fruits dilué
BF;32;boissons fraîches sans alcool;5;autres boissons fraîches;18065;boisson au thé aromatisée aux édulcorants type nestea pêche blanche light
