codgr;libgr;sougr;libsougr;codal;libal;group_alim;code_role;code_role2
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;90119;saucisse sèche;charcuterie;P;P
20;charcuterie;2;saucisses, saucissons, andouilles et boudins;91038;chair à saucisse;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8001;rillettes pur porc;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8055;rillettes;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8211;pâté de campagne;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8232;terrine de canard;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8240;pâté de lapin;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8305;pâté de foie de porc;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8313;mousse de foie;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8316;pâté de foie de volaille;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8320;foie gras en conserve;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8322;foie gras de canard entier en conserve;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8350;galantine;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8391;pâté en croûte;charcuterie;P;P
20;charcuterie;3;pâtés, terrines, rillettes et foie gras;8400;pâté de tête ou fromage de tête;charcuterie;P;P
20;charcuterie;4;autre charcuterie ou charcuterie  sans précision;30900;charcuterie sans précision;charcuterie;P;P
20;charcuterie;4;autre charcuterie ou charcuterie  sans précision;92508;autre charcuterie;charcuterie;P;P
21;poissons;1;poissons de mer;25537;carpaccio de saumon;poissons;P;P
21;poissons;1;poissons de mer;26000;anchois filets à l'huile semi-conserve;poissons;P;P
21;poissons;1;poissons de mer;26003;carrelet ou plie cuit à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26008;églefin cuit à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26009;flétan cru;poissons;P;P
21;poissons;1;poissons de mer;26010;hareng mariné;poissons;P;P
21;poissons;1;poissons de mer;26012;hareng frit;poissons;P;P
21;poissons;1;poissons de mer;26013;hareng fumé;poissons;P;P
21;poissons;1;poissons de mer;26014;hareng grillé;poissons;P;P
21;poissons;1;poissons de mer;26015;lieu ou colin noir cuit;poissons;P;P
21;poissons;1;poissons de mer;26016;limande-sole panée frite;poissons;P;P
21;poissons;1;poissons de mer;26017;limande-sole cuite à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26019;maquereau cuit au four;poissons;P;P
21;poissons;1;poissons de mer;26020;maquereau frit;poissons;P;P
21;poissons;1;poissons de mer;26021;merlan frit;poissons;P;P
21;poissons;1;poissons de mer;26022;merlan cuit à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26023;cabillaud cuit au four;poissons;P;P
21;poissons;1;poissons de mer;26024;morue salée pochée;poissons;P;P
21;poissons;1;poissons de mer;26025;cabillaud cuit à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26026;mulet cuit au four;poissons;P;P
21;poissons;1;poissons de mer;26027;pilchard à la sauce tomate en conserve;poissons;P;P
21;poissons;1;poissons de mer;26031;raie cuite au four;poissons;P;P
21;poissons;1;poissons de mer;26033;roussette ou saumonette braisée;poissons;P;P
21;poissons;1;poissons de mer;26034;sardine à l'huile en conserve égouttée;poissons;P;P
21;poissons;1;poissons de mer;26035;sardine à la sauce tomate en conserve;poissons;P;P
21;poissons;1;poissons de mer;26036;saumon cru d'élevage;poissons;P;P
21;poissons;1;poissons de mer;26037;saumon fumé cru;poissons;P;P
21;poissons;1;poissons de mer;26038;saumon cuit à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26039;thon au naturel en conserve égoutté;poissons;P;P
21;poissons;1;poissons de mer;26041;thon cuit au four;poissons;P;P
21;poissons;1;poissons de mer;26053;thon cru;poissons;P;P
21;poissons;1;poissons de mer;26059;sole cuite à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26060;sole cuite au four;poissons;P;P
21;poissons;1;poissons de mer;26071;thon à l'huile en conserve égoutté;poissons;P;P
21;poissons;1;poissons de mer;26072;bar ou loup commun cru;poissons;P;P
21;poissons;1;poissons de mer;26073;raie au court-bouillon;poissons;P;P
21;poissons;1;poissons de mer;26077;thon germon ou thon blanc cuit à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;26079;anchois cru;poissons;P;P
21;poissons;1;poissons de mer;26081;lotte ou baudroie grillée;poissons;P;P
21;poissons;1;poissons de mer;26086;maquereau filet à la sauce tomate en conserve;poissons;P;P
21;poissons;1;poissons de mer;26087;maquereau fumé;poissons;P;P
21;poissons;1;poissons de mer;26090;haddock ou églefin fumé;poissons;P;P
21;poissons;1;poissons de mer;26093;espadon cuit au four;poissons;P;P
21;poissons;1;poissons de mer;26094;turbot cuit au four;poissons;P;P
21;poissons;1;poissons de mer;26096;maquereau filet à la sauce moutarde en conserve;poissons;P;P
21;poissons;1;poissons de mer;26097;maquereau filet au vin blanc en conserve;poissons;P;P
21;poissons;1;poissons de mer;26099;dorade ou daurade grise crue;poissons;P;P
21;poissons;1;poissons de mer;26120;merlu cuit à l'étouffée;poissons;P;P
21;poissons;1;poissons de mer;26130;julienne ou lingue crue;poissons;P;P
21;poissons;1;poissons de mer;26136;sardine grillée;poissons;P;P
21;poissons;1;poissons de mer;26187;anchois mariné;poissons;P;P
21;poissons;1;poissons de mer;27005;perche cuite au four;poissons;P;P
21;poissons;1;poissons de mer;27014;truite arc-en-ciel d'élevage cuite au four;poissons;P;P
21;poissons;1;poissons de mer;27015;truite arc-en-ciel d'élevage cuite à la vapeur;poissons;P;P
21;poissons;1;poissons de mer;27029;truite fumée;poissons;P;P
21;poissons;1;poissons de mer;91047;rouget cuit à l'étouffée;poissons;P;P
21;poissons;1;poissons de mer;91049;rascasse crue;poissons;P;P
21;poissons;2;poissons d'eau douce;27000;anguille cuite au four;poissons;P;P
21;poissons;2;poissons d'eau douce;27002;brochet cuit au four;poissons;P;P
21;poissons;2;poissons d'eau douce;27004;carpe cuite au four;poissons;P;P
21;poissons;2;poissons d'eau douce;34500;cuisse de grenouille crue;poissons;P;P
21;poissons;3;produits dérivés des poissons;8081;rillettes de saumon;poissons;P;P
21;poissons;3;produits dérivés des poissons;8082;rillettes de thon;poissons;P;P
21;poissons;3;produits dérivés des poissons;8291;terrine de poisson;poissons;P;P
21;poissons;3;produits dérivés des poissons;8292;pâté à base de poisson ou de crustacé;poissons;P;P
21;poissons;3;produits dérivés des poissons;8293;tarama industriel;poissons;P;P
21;poissons;3;produits dérivés des poissons;8295;mousse de poisson;poissons;P;P
21;poissons;3;produits dérivés des poissons;26004;oeufs de lump ou lompe semi-conserve;poissons;P;P
21;poissons;3;produits dérivés des poissons;26005;caviar semi-conserve;poissons;P;P
21;poissons;3;produits dérivés des poissons;26028;croquette ou nugget de poisson frit;poissons;P;P
21;poissons;3;produits dérivés des poissons;26030;poisson pané frit;poissons;P;P
21;poissons;3;produits dérivés des poissons;26046;surimi en bâtonnets;poissons;P;P
21;poissons;3;produits dérivés des poissons;26142;foie de morue en conserve;poissons;P;P
21;poissons;4;autres poissons ou poissons sans précision;25539;brochette de poisson;poissons;P;P
21;poissons;4;autres poissons ou poissons sans précision;26140;poisson sans précision;poissons;P;P
21;poissons;4;autres poissons ou poissons sans précision;92042;autre poisson;poissons;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10000;bigorneau cuit;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10002;calmar ou calamar frit;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10003;coquille saint-jacques noix et corail crue;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10004;coquille saint-jacques noix et corail cuite;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10008;escargot cru;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10013;moule cuite à l'eau;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10016;seiche crue;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10020;bulot ou buccin cuit;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10027;clam praire ou palourde cuits à l'eau;crustacés et mollusques;P;P
22;crustacés et mollusques;1;mollusques et coquillage;10035;huître creuse crue;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;10005;crabe ou tourteau en conserve;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;10007;crevette cuite;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;10009;homard cuit à l'eau;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;10022;langouste cuite à l'eau;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;10025;crabe ou tourteau cuit à l'eau;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;10030;écrevisse crue;crustacés et mollusques;P;P
22;crustacés et mollusques;2;crustacés;25540;brochette de crevettes;crustacés et mollusques;P;P
22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;172;plateau de fruits de mer;crustacés et mollusques;P;P
22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;10043;fruits de mer sans précision;crustacés et mollusques;P;P
22;crustacés et mollusques;3;autres fruits de mer ou fruits de mer sans précision;92043;autre fruit de mer;crustacés et mollusques;P;P
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20003;betterave rouge cuite;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20007;carotte en conserve;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20008;carotte cuite;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20009;carotte crue;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20025;céleri-rave cuit;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20033;navet cuit;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20034;oignon cru;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20035;oignon cuit;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20045;radis rouge cru;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20046;salsifis cuit;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20050;topinambour cuit;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20055;céleri-rave cru;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20064;navet pelé cru;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20081;salsifis en conserve;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20089;radis noir cru;légumes;L;A
23;légumes (hors pommes de terre);1;légumes racines, tubercules ou bulbes;20097;échalote crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20005;bette ou blette cuite;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20012;chicorée frisée crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20022;cresson;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20026;endive crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20027;épinard cuit;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20031;laitue crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20032;laitue cuite;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20038;pissenlit cru;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20059;épinard cru;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20090;scarole crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20098;endive cuite;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20099;mâche crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20111;oseille crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20112;oseille cuite à l'eau;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20127;pourpier feuille cru;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;20171;laitue romaine crue;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;25604;salade verte sans assaisonnement sans précision;légumes;L;A
23;légumes (hors pommes de terre);2;légumes feuilles;92044;autre salade sans assaisonnement;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;13004;avocat frais;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20002;aubergine cuite;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20020;courgette crue;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20021;courgette cuite;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20041;poivron vert jaune ou rouge cru;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20042;poivron vert jaune ou rouge cuit;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20047;tomate crue;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20048;tomate pelée en conserve;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20049;maïs doux en épis cuit;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20066;maïs doux en conserve;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20085;poivron vert cru;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20086;poivron vert cuit;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20087;poivron rouge cru;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20088;poivron rouge cuit;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20096;potiron cuit;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20172;tomate cerise crue;légumes;L;A
23;légumes (hors pommes de terre);3;légumes fruits;20210;concombre cru pulpe;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20000;artichaut cuit;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20001;asperge cuite;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20018;cœur de palmier en conserve;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20023;céleri branche cru;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20024;céleri branche cuit;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20028;fenouil cru;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20029;germe ou pousse de soja en conserve;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20039;poireau cru;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20040;poireau cuit;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20052;artichaut cru;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20054;cardon cru;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20076;asperge en conserve;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20078;céleri branche en conserve;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20118;fenouil cuit à l'eau;légumes;L;A
23;légumes (hors pommes de terre);4;légumes tiges;20183;germe ou pousse de soja cru;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20006;brocoli cuit;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20013;chou de bruxelles cuit;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20014;chou rouge cru;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20015;chou vert cuit;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20016;chou-fleur cru;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20017;chou-fleur cuit;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20077;chou de bruxelles en conserve;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20095;chou rouge cuit à l'eau;légumes;L;A
23;légumes (hors pommes de terre);5;choux;20116;chou blanc cru;légumes;L;A
23;légumes (hors pommes de terre);6;champignons;20010;champignon tout type cru sans précision;légumes;L;A
23;légumes (hors pommes de terre);6;champignons;20011;champignon tout type en conserve;légumes;L;A
23;légumes (hors pommes de terre);6;champignons;20079;champignon de paris en conserve;légumes;L;A
23;légumes (hors pommes de terre);6;champignons;20125;champignon de paris sauté;légumes;L;A
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20030;haricot vert cuit;légumes;L;A
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20036;petit pois en conserve;légumes;L;A
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20037;petit pois cuit;légumes;L;A
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20062;haricot vert en conserve égoutté;légumes;L;A
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20063;haricot beurre en conserve;légumes;L;A
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20071;haricot vert surgelé cuit;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;8296;terrine ou mousse de légumes;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20051;macédoine de légumes en conserve;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20093;petits pois et carottes en conserve;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20101;légumes mélangés surgelés;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20169;pulpe de tomate en conserve;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20170;purée de tomate;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20495;légume en purée hors pomme de terre non salé;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20499;légumes cuits sans précision;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25004;choucroute sans garniture;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25018;ratatouille niçoise;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25600;céleri rémoulade;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25605;champignons à la grecque;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25616;autre légume frais ou crudité, sans assaisonnement;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25617;crudités vinaigrette sans précision;légumes;L;A
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25620;guacamole industriel;légumes;L;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4002;pomme de terre cuite au four;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4003;pomme de terre cuite à l'eau;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4005;pomme de terre frite non salée;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4006;pomme de terre cuite à la vapeur;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4010;pomme de terre frite surgelée cuite;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4013;pomme noisette précuite surgelée;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4018;purée de pomme de terre avec lait et beurre non salée;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4019;purée de pomme de terre à base de flocons reconstituée au lait demi-écrémé;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4021;pomme de terre dauphine cuite;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4027;pomme de terre rissolée surgelée;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;4102;patate douce cuite;pommes de terre;F;A
24;pommes de terre et apparentés;99;pommes de terre et apparentés;25510;gnocchis de pommes de terre;pommes de terre;F;A
25;légumes secs;1;légumes secs;20500;fève cuite;légumes secs;P;P
25;légumes secs;1;légumes secs;20502;haricot blanc cuit;légumes secs;P;P
25;légumes secs;1;légumes secs;20503;haricot rouge cuit;légumes secs;P;P
25;légumes secs;1;légumes secs;20505;lentille cuite;légumes secs;P;P
25;légumes secs;1;légumes secs;20506;pois cassé cuit;légumes secs;P;P
25;légumes secs;1;légumes secs;20507;pois chiche cuit;légumes secs;P;P
25;légumes secs;1;légumes secs;20508;haricot flageolet en conserve;légumes secs;P;P
25;légumes secs;1;légumes secs;20511;haricot blanc en conserve;légumes secs;P;P
25;légumes secs;1;légumes secs;20700;autre légume sec cuit;légumes secs;P;P
25;légumes secs;2;légumes secs préparés;20510;lentille cuisinée en conserve;légumes secs;P;P
25;légumes secs;2;légumes secs préparés;25621;houmous;légumes secs;P;P
26;fruits;99;fruits;13000;abricot frais;fruits;PS;PS
26;fruits;99;fruits;13002;ananas frais;fruits;PS;PS
26;fruits;99;fruits;13005;banane fraîche;fruits;PS;PS
26;fruits;99;fruits;13008;cerise fraîche;fruits;PS;PS
26;fruits;99;fruits;13009;citron frais;fruits;PS;PS
26;fruits;99;fruits;13010;coing frais;fruits;PS;PS
26;fruits;99;fruits;13012;figue fraîche;fruits;PS;PS
26;fruits;99;fruits;13014;fraise fraîche;fruits;PS;PS
26;fruits;99;fruits;13015;framboise fraîche;fruits;PS;PS
26;fruits;99;fruits;13016;fruit de la passion frais;fruits;PS;PS
26;fruits;99;fruits;13018;grenade fraîche;fruits;PS;PS
26;fruits;99;fruits;13019;groseille fraîche;fruits;PS;PS
26;fruits;99;fruits;13020;groseille à maquereau fraîche;fruits;PS;PS
26;fruits;99;fruits;13021;kiwi frais;fruits;PS;PS
26;fruits;99;fruits;13023;litchi frais;fruits;PS;PS
26;fruits;99;fruits;13024;clémentine ou mandarine fraîche;fruits;PS;PS
26;fruits;99;fruits;13025;mangue fraîche;fruits;PS;PS
26;fruits;99;fruits;13026;melon frais;fruits;PS;PS
26;fruits;99;fruits;13027;mirabelle fraîche;fruits;PS;PS
26;fruits;99;fruits;13028;myrtille fraîche;fruits;PS;PS
26;fruits;99;fruits;13029;mûre de ronce fraîche;fruits;PS;PS
26;fruits;99;fruits;13030;nectarine non pelée fraîche;fruits;PS;PS
26;fruits;99;fruits;13034;orange fraîche;fruits;PS;PS
26;fruits;99;fruits;13035;papaye fraîche;fruits;PS;PS
26;fruits;99;fruits;13036;pastèque fraîche;fruits;PS;PS
26;fruits;99;fruits;13037;poire non pelée fraîche;fruits;PS;PS
26;fruits;99;fruits;13039;pomme non pelée fraîche;fruits;PS;PS
26;fruits;99;fruits;13040;pamplemousse frais;fruits;PS;PS
26;fruits;99;fruits;13041;prune reine-claude fraîche;fruits;PS;PS
26;fruits;99;fruits;13043;pêche non pelée fraîche;fruits;PS;PS
26;fruits;99;fruits;13044;raisin blanc frais;fruits;PS;PS
26;fruits;99;fruits;13045;raisin noir frais;fruits;PS;PS
26;fruits;99;fruits;13063;figue de barbarie;fruits;PS;PS
26;fruits;99;fruits;13066;kaki frais;fruits;PS;PS
26;fruits;99;fruits;13067;lime dit citron vert pulpe;fruits;PS;PS
26;fruits;99;fruits;13071;mûre noire de mûrier fraîche;fruits;PS;PS
26;fruits;99;fruits;13084;pêche pelée fraîche;fruits;PS;PS
26;fruits;99;fruits;13134;salade de fruits frais;fruits;PS;PS
26;fruits;99;fruits;13564;nèfle du japon fraîche;fruits;PS;PS
26;fruits;99;fruits;13997;fruits rouges frais (framboises, fraises, groseilles, cassis);fruits;PS;PS
26;fruits;99;fruits;13999;fruit sans précision;fruits;PS;PS
26;fruits;99;fruits;90130;litchi sans précision;fruits;PS;PS
26;fruits;99;fruits;92049;autre fruit;fruits;PS;PS
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13001;abricot sec;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13006;banane mi-sèche;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13011;datte sèche;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13013;figue sèche;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13042;pruneau sec;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13046;raisin sec;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13051;mélange pour apéritif de fruits exotiques séchés;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15015;purée de marrons en conserve;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15020;châtaigne cuite à l'eau;fruits secs;P;P
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15021;châtaigne grillée;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15000;amande;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15001;cacahuète ou arachide;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15002;cacahuète grillée salée;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15004;noisette;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15005;noix;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15006;noix de coco amande mûre fraîche;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15007;noix de coco amande sèche;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15008;noix du brésil;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15009;pistache rôtie salée;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15010;graine de sésame et autres;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15011;graine de tournesol;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15019;noix de cajou salée;fruits secs;P;P
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15025;pignon de pin;fruits secs;P;P
27;fruits secs et graines oléagineuses;3;mélanges;15018;mélange pour apéritif de graines salées et raisin sec;fruits secs;P;P
27;fruits secs et graines oléagineuses;3;mélanges;15040;fruits secs ou séchés et graines oléagineuses sans précision;fruits secs;P;P
28;glaces et desserts glacés;1;glaces;39500;glace crème glacée sorbet ou glace à l'eau parfums divers;glaces;PS;PS
28;glaces et desserts glacés;1;glaces;39503;glace enrobée de chocolat type esquimau;glaces;PS;PS
28;glaces et desserts glacés;1;glaces;39507;crème glacée au chocolat type carte d'or chocolat;glaces;PS;PS
28;glaces et desserts glacés;1;glaces;39508;glace en cornet;glaces;PS;PS
28;glaces et desserts glacés;1;glaces;39600;crème glacée à la vanille type carte d'or vanille;glaces;PS;PS
28;glaces et desserts glacés;2;desserts glacés;23472;profiteroles glace vanille et sauce chocolat;glaces;PS;PS
28;glaces et desserts glacés;2;desserts glacés;31035;barre chocolatée glacée type mars twix snickers;glaces;PS;PS
