,alpha,beta,omega_ini,seuil_acc,user,cluster,id_user,nojour,tyrep,avecqui,repas,substitution,reponse,omega,epsilon
315,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,16,diner,seul,"['autres boissons fraîches', 'eau minérale gazeuse', 'vin', 'pain', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'huile', 'beignets, crêpes et gaufres', 'pâtisseries et tartes']","('pâtisseries et tartes', 'fruits')",True,0.2,0.7807000000000015
316,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,16,diner,seul,"['café', ""condiments d'assaisonnement"", 'pâtes alimentaires', 'choux', 'légumes racines, tubercules ou bulbes', 'beurre', 'fromages affinés']","('beurre', 'huile')",True,0.22000000000000003,0.7721000000000016
317,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,16,diner,seul,"['café', 'sauces', 'sel et épices', 'pâtes alimentaires', 'pommes de terre et apparentés', 'beurre', 'huile', 'saucisses, saucissons, andouilles et boudins', 'fromages affinés']","('sel et épices', 'sauces')",True,0.2,0.7893000000000014
318,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,16,diner,accompagne,"['pain', 'légumes feuilles', 'poissons de mer', 'plats à base de pâtes ou de pommes de terre', 'yaourts et assimilés', 'fruits']","('plats à base de pâtes ou de pommes de terre', 'potages et soupes')",True,0.05999999999999998,0.7635000000000016
319,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,16,diner,accompagne,"['vin', 'blé', 'pain', 'huile', 'oeufs et dérivés']",(),False,0.11999999999999995,0.7888000000000019
320,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,17,petit-dejeuner,accompagne,"['autres boissons fraîches', 'eau du robinet', 'beurre', 'fromage blanc et petits suisses', 'céréales aux fruits frais ou secs']","('beurre', 'margarine')",False,0.2,0.7764000000000015
321,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,17,petit-dejeuner,seul,"['café', 'chicorée et poudre maltée', 'céréales sucrées, glacées ou au miel']","('céréales sucrées, glacées ou au miel', 'fruits')",True,0.22000000000000003,0.7678000000000016
322,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,17,petit-dejeuner,accompagne,"['café', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.2,0.7850000000000015
323,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,17,petit-dejeuner,accompagne,"['café', 'pain', 'beurre', 'fruits', 'sucre et assimilés']",(),False,0.05999999999999998,0.7635000000000016
324,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,17,petit-dejeuner,accompagne,"['aliments destinés à une alimentation particulière', 'lait en bouteille ou en brique']",(),False,0.11999999999999995,0.7888000000000019
325,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,17,dejeuner,seul,"['autre eau', 'eau de source', 'eau du robinet', 'pain', 'pommes de terre et apparentés', 'beurre', 'poissons de mer', 'mollusques et coquillage', 'fruits', 'pâtisseries et tartes', 'sucre et assimilés']","('pâtisseries et tartes', 'compotes')",False,0.2,0.7721000000000016
326,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,17,dejeuner,seul,"['café', 'eau minérale plate', 'herbes aromatiques', 'pâtes alimentaires', 'pain', 'pommes de terre et apparentés', 'fromages affinés', 'yaourts et assimilés', 'gâteaux', 'sucre et assimilés']","('gâteaux', 'fruits')",True,0.22000000000000003,0.7635000000000016
327,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,17,dejeuner,seul,"['café', 'eau de source', 'sauces', 'pain', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'beurre', 'fruits']","('beurre', 'huile')",True,0.2,0.7807000000000015
328,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,17,dejeuner,seul,"['pain', 'légumes feuilles', 'huile', 'saucisses, saucissons, andouilles et boudins', 'entremets', 'fruits']","('saucisses, saucissons, andouilles et boudins', 'poissons de mer')",True,0.05999999999999998,0.7592000000000017
329,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,17,dejeuner,seul,"['bière', 'eau du robinet', ""condiments d'accompagnement"", 'légumes fruits', 'boeuf en pièces ou haché', 'crustacés', 'saucisses, saucissons, andouilles et boudins', 'garnitures composées', 'plats garnis à base de viande', 'compotes', 'glaces']","(""condiments d'accompagnement"", 'sauces')",True,0.11999999999999995,0.784400000000002
330,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,17,gouter,accompagne,"['café', 'thé et infusions']","('thé et infusions', 'café')",False,0.2,0.7678000000000016
331,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,17,gouter,accompagne,"['aliments destinés à une alimentation particulière', 'café', 'eau du robinet']","('café', 'thé et infusions')",True,0.22000000000000003,0.7592000000000017
332,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,17,gouter,seul,"['autres boissons fraîches', 'eau minérale plate', 'eau du robinet', 'pain', 'yaourts et assimilés']","('yaourts et assimilés', 'lait en bouteille ou en brique')",True,0.2,0.7764000000000015
333,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,17,gouter,accompagne,"['eau du robinet', 'eau de source', 'pain']",(),False,0.05999999999999998,0.7592000000000017
334,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,17,gouter,accompagne,['oléagineux et graines'],(),False,0.11999999999999995,0.784400000000002
335,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,17,diner,accompagne,"['pain', 'huile', 'fromage blanc et petits suisses', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.2,0.7635000000000016
336,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,17,diner,accompagne,"['café', 'pain', 'pâtes alimentaires', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'oeufs et dérivés', 'volailles et lapins', 'bouillons']","('café', 'thé et infusions')",False,0.22000000000000003,0.7549000000000017
337,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,17,diner,accompagne,"['café', 'eau minérale plate', 'vin', 'sel et épices', 'pain', 'champignons', 'légumes racines, tubercules ou bulbes', 'huile', 'crustacés', 'fruits', 'entremets', 'sucre et assimilés']","('sel et épices', 'herbes aromatiques')",True,0.2,0.7721000000000016
338,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,17,diner,seul,"['beurre', 'fromages affinés', 'fruits']","('beurre', 'huile')",False,0.05999999999999998,0.7549000000000017
339,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,17,diner,accompagne,"['vin', 'pain', 'beurre', 'fruits', 'glaces']","('beurre', 'margarine')",False,0.11999999999999995,0.780000000000002
340,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,18,petit-dejeuner,seul,"['autres boissons fraîches', 'pain', 'fromage blanc et petits suisses', 'beignets, crêpes et gaufres', 'confiture et miel']","('beignets, crêpes et gaufres', 'fruits')",True,0.2,0.7592000000000017
341,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,18,petit-dejeuner,seul,"['thé et infusions', 'pain', 'margarine', 'fromage blanc et petits suisses', 'lait en bouteille ou en brique']","('margarine', 'huile')",False,0.22000000000000003,0.7506000000000017
342,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,18,petit-dejeuner,accompagne,"['thé et infusions', 'jus de fruits (purs et à base  de concentré)', 'eau du robinet', 'beurre', 'lait en bouteille ou en brique', 'confiture et miel']",(),False,0.2,0.7721000000000016
343,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,18,petit-dejeuner,accompagne,"['café', 'thé et infusions', 'pain', 'margarine', 'sucre et assimilés']",(),False,0.05999999999999998,0.7549000000000017
344,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,18,petit-dejeuner,seul,"['eau du robinet', 'beignets, crêpes et gaufres', 'sucre et assimilés']","('beignets, crêpes et gaufres', 'compotes')",True,0.11999999999999995,0.7756000000000021
345,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,18,dejeuner,seul,"['bière', 'sauces', 'sel et épices', 'porc', 'crème dessert et lait gélifié', 'fruits', 'fruits au sirop', 'pâtisseries et tartes']","('sel et épices', 'herbes aromatiques')",False,0.2,0.7549000000000017
346,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,18,dejeuner,seul,"['spiritueux et vins cuits', ""condiments d'accompagnement"", 'pâtes alimentaires', 'pain', 'beurre', 'huile', 'boeuf en pièces ou haché', 'autres sandwichs', 'fromages affinés', 'fruits']","('fromages affinés', 'yaourts et assimilés')",True,0.22000000000000003,0.7463000000000017
347,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,18,dejeuner,accompagne,"['café', 'boissons aux fruits', 'vin', 'pain', 'haricots verts et petits pois (légumes potagers)', 'beurre', 'chocolat en tablettes', 'fruits']","('beurre', 'huile')",False,0.2,0.7678000000000016
348,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,18,dejeuner,seul,"['café', 'pain', 'légumes feuilles', 'fruits secs et châtaignes', 'jambons et charcuteries en pièces', 'poissons de mer', 'fromages affinés']","('fromages affinés', 'yaourts et assimilés')",False,0.05999999999999998,0.7506000000000017
349,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,18,dejeuner,seul,"['café', 'vin', 'sauces', 'pain', 'pommes de terre et apparentés', 'choux', 'pâtés, terrines, rillettes et foie gras', 'plats garnis à base de viande', 'fromages affinés', 'fruits au sirop', 'glaces']","('glaces', 'fruits')",True,0.11999999999999995,0.7712000000000021
350,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,18,gouter,seul,"['fruits secs et châtaignes', 'saucisses, saucissons, andouilles et boudins']",(),False,0.2,0.7549000000000017
351,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,18,gouter,seul,"['café', 'eau du robinet', 'eau minérale plate', 'fruits']","('café', 'chicorée et poudre maltée')",False,0.22000000000000003,0.7420000000000018
352,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,18,gouter,seul,"['autres boissons fraîches', 'bière', 'eau du robinet']","('autres boissons fraîches', 'eau du robinet')",True,0.2,0.7635000000000016
353,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,18,gouter,seul,"['café', 'pain', 'glaces']","('glaces', 'fruits')",True,0.05999999999999998,0.7463000000000017
354,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,18,gouter,seul,['oléagineux et graines'],(),False,0.11999999999999995,0.7712000000000021
355,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,18,diner,seul,"['eau de source', 'eau du robinet', 'sauces', 'mélanges de légumes, légumes préparés et autres légumes', 'volailles et lapins', 'yaourts et assimilés', 'fruits']","('sauces', 'herbes aromatiques')",False,0.2,0.7506000000000017
356,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,18,diner,accompagne,"['vin', 'pain', 'beurre', 'huile', 'bouillons', 'chocolat en tablettes']","('beurre', 'huile')",True,0.22000000000000003,0.7377000000000018
357,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,18,diner,seul,"['café', 'sel et épices', 'pain', 'porc', 'pizzas', 'potages et soupes']","('sel et épices', 'sauces')",True,0.2,0.7592000000000017
358,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,18,diner,seul,"['jus de fruits (purs et à base  de concentré)', 'eau minérale plate', 'herbes aromatiques', 'pain', 'beurre', 'oeufs et dérivés', 'volailles et lapins', 'yaourts et assimilés', 'fruits']","('beurre', 'huile')",True,0.05999999999999998,0.7420000000000018
359,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,18,diner,seul,"['eau du robinet', 'vin', 'sauces', 'légumes feuilles', 'légumes fruits', 'beurre', 'huile', 'oeufs et dérivés', 'poissons de mer', 'yaourts et assimilés', 'sucre et assimilés']","('beurre', 'huile')",True,0.11999999999999995,0.7668000000000021
360,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,19,petit-dejeuner,accompagne,"['cacao, poudres et boissons cacaotées', 'café', 'eau du robinet', 'biscuits sucrés', 'fruits', 'confiture et miel', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",True,0.2,0.7463000000000017
361,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,19,petit-dejeuner,seul,"['chicorée et poudre maltée', 'thé et infusions', 'biscottes et panification sèche', 'pain', 'lait en bouteille ou en brique', 'sucre et assimilés']",(),False,0.22000000000000003,0.7377000000000018
362,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,19,petit-dejeuner,accompagne,"['café', 'eau de source', 'beurre', 'lait en bouteille ou en brique', 'confiture et miel']",(),False,0.2,0.7592000000000017
363,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,19,petit-dejeuner,accompagne,"['café', 'beurre', 'sucre et assimilés']",(),False,0.05999999999999998,0.7420000000000018
364,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,19,petit-dejeuner,seul,"['café', 'eau du robinet', 'eau minérale gazeuse', 'lait en bouteille ou en brique', 'yaourts et assimilés', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.11999999999999995,0.7624000000000022
365,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,19,dejeuner,accompagne,"['autre eau', 'eau du robinet', 'sodas et colas', 'pain', 'pommes de terre et apparentés', 'pâtes alimentaires', 'haricots verts et petits pois (légumes potagers)', 'volailles et lapins', 'jambons et charcuteries en pièces', 'saucisses, saucissons, andouilles et boudins', 'yaourts et assimilés', 'pâtisseries et tartes', 'sucre et assimilés']","('pâtisseries et tartes', 'fruits')",True,0.2,0.7420000000000018
366,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,19,dejeuner,accompagne,"['aliments destinés à une alimentation particulière', 'vin', 'légumes racines, tubercules ou bulbes', 'margarine', 'oeufs et dérivés', 'fruits']","('margarine', 'huile')",False,0.22000000000000003,0.7334000000000018
367,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,19,dejeuner,accompagne,"['sauces', 'pommes de terre et apparentés', 'riz', 'huile', 'mollusques et coquillage', 'volailles et lapins', 'entremets', 'fruits']",(),False,0.2,0.7592000000000017
368,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,19,dejeuner,accompagne,"['eau de source', 'pommes de terre et apparentés', 'jambons et charcuteries en pièces', 'saucisses, saucissons, andouilles et boudins', 'poissons de mer', 'fruits']","('saucisses, saucissons, andouilles et boudins', 'poissons de mer')",False,0.05999999999999998,0.7377000000000018
369,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,19,dejeuner,accompagne,"['café', 'sauces', 'légumes fruits', 'poissons de mer', 'garnitures composées', 'yaourts et assimilés', 'fruits']","('café', 'thé et infusions')",False,0.11999999999999995,0.7580000000000022
370,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,19,gouter,seul,['eau du robinet'],"('eau du robinet', 'eau minérale plate')",False,0.2,0.7377000000000018
371,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,19,gouter,seul,"['café', 'eau du robinet', 'fruits']","('café', 'cacao, poudres et boissons cacaotées')",False,0.22000000000000003,0.7291000000000019
372,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,19,gouter,seul,['eau du robinet'],(),False,0.2,0.7592000000000017
373,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,19,gouter,seul,"['eau du robinet', 'eau de source', 'sucre et assimilés']",(),False,0.05999999999999998,0.7377000000000018
374,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,19,gouter,seul,"['eau du robinet', 'sucre et assimilés']",(),False,0.11999999999999995,0.7580000000000022
375,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,19,diner,accompagne,"['eau de source', 'eau minérale plate', 'sauces', 'pain', 'légumes fruits', 'margarine', 'autres poissons ou poissons sans précision', 'pâtés, terrines, rillettes et foie gras', 'fromages affinés', 'entremets']","('fromages affinés', 'yaourts et assimilés')",True,0.2,0.7334000000000018
376,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,19,diner,seul,"['eau du robinet', 'sauces', 'beurre', 'fruits']","('beurre', 'huile')",True,0.22000000000000003,0.7248000000000019
377,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,19,diner,accompagne,"['eau du robinet', 'vin', 'sauces', 'blé', 'pain', 'champignons', 'huile', 'margarine', 'potages et soupes', 'fruits']","('margarine', 'huile')",True,0.2,0.7549000000000017
378,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,19,diner,accompagne,"['spiritueux et vins cuits', 'vin', 'pain', 'volailles et lapins']","('pain', 'pâtes alimentaires')",False,0.05999999999999998,0.7334000000000018
379,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,19,diner,accompagne,"['eau de source', 'eau minérale plate', 'vin', 'beurre', 'fromages affinés', 'fruits']","('beurre', 'huile')",True,0.11999999999999995,0.7536000000000023
380,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,20,petit-dejeuner,accompagne,"['cacao, poudres et boissons cacaotées', 'eau du robinet', 'biscottes et panification sèche', 'pain', 'fruits', 'sucre et assimilés']",(),False,0.2,0.7334000000000018
381,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,20,petit-dejeuner,accompagne,"['café', 'yaourts et assimilés', 'viennoiserie']","('viennoiserie', 'fruits')",False,0.22000000000000003,0.7205000000000019
382,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,20,petit-dejeuner,accompagne,"['beurre', 'viennoiserie', 'sucre et assimilés']","('viennoiserie', 'fruits')",True,0.2,0.7506000000000017
383,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,20,petit-dejeuner,seul,"['lait concentré ou en poudre', 'confiture et miel']","('lait concentré ou en poudre', 'lait en bouteille ou en brique')",True,0.05999999999999998,0.7291000000000019
384,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,20,petit-dejeuner,seul,"['café', 'eau du robinet', 'jus de fruits (purs et à base  de concentré)', 'margarine', 'sandwichs baguette', 'fromages affinés', 'lait en bouteille ou en brique', 'yaourts et assimilés', 'biscuits sucrés', 'fruits', 'confiture et miel']","('biscuits sucrés', 'fruits')",True,0.11999999999999995,0.7492000000000023
385,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,20,dejeuner,accompagne,"['champignons', 'beurre', 'yaourts et assimilés', 'fruits', 'sucre et assimilés']","('beurre', 'margarine')",False,0.2,0.7291000000000019
386,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,20,dejeuner,accompagne,"['eau minérale plate', ""condiments d'assaisonnement"", 'pommes de terre et apparentés', 'beurre', 'huile', 'margarine', 'autres sandwichs', 'hamburgers et hot-dog', 'yaourts et assimilés', 'fruits']","('beurre', 'margarine')",True,0.22000000000000003,0.716200000000002
387,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,20,dejeuner,accompagne,"['café', 'eau du robinet', 'vin', 'pain', 'pommes de terre et apparentés', 'huile', 'fruits']",(),False,0.2,0.7506000000000017
388,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,20,dejeuner,accompagne,"['café', 'sel et épices', 'pain', 'pommes de terre et apparentés', 'légumes feuilles', 'beurre', 'poissons de mer', 'fruits']","('sel et épices', 'herbes aromatiques')",False,0.05999999999999998,0.7248000000000019
389,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,20,dejeuner,accompagne,"['café', 'eau du robinet', 'sauces', 'légumes feuilles', 'fromages frais non affinés', 'compotes', 'crème dessert et lait gélifié', 'glaces']","('fromages frais non affinés', 'lait en bouteille ou en brique')",False,0.11999999999999995,0.7448000000000023
390,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,20,gouter,accompagne,"['eau du robinet', 'margarine']",(),False,0.2,0.7291000000000019
391,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,20,gouter,seul,['aliments destinés à une alimentation particulière'],(),False,0.22000000000000003,0.716200000000002
392,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,20,gouter,accompagne,['eau du robinet'],"('eau du robinet', 'eau minérale plate')",True,0.2,0.7463000000000017
393,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,20,gouter,seul,"['eau de source', 'vin', 'pain', 'fruits']",(),False,0.05999999999999998,0.7248000000000019
394,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,20,gouter,accompagne,"['lait en bouteille ou en brique', 'fruits']",(),False,0.11999999999999995,0.7448000000000023
395,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,20,diner,seul,"['eau minérale plate', 'vin', 'pain', 'huile', 'porc', 'potages et soupes']",(),False,0.2,0.7291000000000019
396,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,20,diner,seul,['eau minérale plate'],(),False,0.22000000000000003,0.716200000000002
397,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,20,diner,accompagne,"['sodas et colas', 'sauces', 'pain', 'fromages affinés', 'fruits']","('fromages affinés', 'yaourts et assimilés')",False,0.2,0.7420000000000018
398,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,20,diner,accompagne,"['spiritueux et vins cuits', 'pain', 'quiches et tartes salées', 'potages et soupes', 'fromages affinés', 'fruits', 'fruits au sirop', 'glaces', 'confiture et miel']","('fromages affinés', 'fromage blanc et petits suisses')",False,0.05999999999999998,0.7205000000000019
399,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,20,diner,accompagne,"['eau de source', 'blé', 'pâtes alimentaires', 'haricots verts et petits pois (légumes potagers)', 'beurre', 'huile', 'fromages affinés', 'fruits']","('beurre', 'margarine')",False,0.11999999999999995,0.7404000000000024
400,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,21,petit-dejeuner,accompagne,"['café', 'chicorée et poudre maltée', 'lait en bouteille ou en brique', 'biscuits sucrés', 'fruits']","('biscuits sucrés', 'fruits')",True,0.2,0.7248000000000019
401,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,21,petit-dejeuner,seul,"['café', 'chicorée et poudre maltée', 'thé et infusions', 'pain', 'beignets, crêpes et gaufres', 'sucre et assimilés']","('sucre et assimilés', 'confiture et miel')",False,0.22000000000000003,0.711900000000002
402,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,21,petit-dejeuner,seul,['lait en bouteille ou en brique'],(),False,0.2,0.7420000000000018
403,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,21,petit-dejeuner,seul,"['café', 'beurre']","('beurre', 'margarine')",False,0.05999999999999998,0.716200000000002
404,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,21,petit-dejeuner,seul,"['eau du robinet', 'sodas et colas', 'beurre', 'biscuits sucrés', 'fruits', 'sucre et assimilés']","('biscuits sucrés', 'compotes')",False,0.11999999999999995,0.7360000000000024
405,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,21,dejeuner,accompagne,"['eau du robinet', 'pain', 'pommes de terre et apparentés', 'légumes tiges', 'jambons et charcuteries en pièces', 'oeufs et dérivés', 'saucisses, saucissons, andouilles et boudins', 'plats à base de pâtes ou de pommes de terre', 'sandwichs baguette', 'fromages affinés', 'yaourts et assimilés', 'fruits']","('saucisses, saucissons, andouilles et boudins', 'boeuf en pièces ou haché')",True,0.2,0.7205000000000019
406,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B336DCC8>,1,8,21,dejeuner,seul,"['café', 'herbes aromatiques', 'pain', 'autres sandwichs', 'hamburgers et hot-dog', 'plats sans garniture', 'fruits']","('café', 'thé et infusions')",False,0.22000000000000003,0.707600000000002
407,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B335AF08>,4,9,21,dejeuner,accompagne,"['autre eau', 'boissons aux fruits', 'vin', 'sauces', 'pain', 'haricots verts et petits pois (légumes potagers)', 'poissons de mer', 'volailles et lapins', 'plats à base de légumes', 'yaourts et assimilés', 'fruits']","('sauces', 'herbes aromatiques')",False,0.2,0.7377000000000018
408,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C0DE48>,4,10,21,dejeuner,accompagne,"['café', 'bière', 'pain', 'légumes racines, tubercules ou bulbes', 'jambons et charcuteries en pièces']",(),False,0.05999999999999998,0.716200000000002
409,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B3C32E88>,6,11,21,dejeuner,seul,"['sel et épices', 'légumes feuilles', 'fromages affinés', 'fromages frais non affinés', 'crème dessert et lait gélifié']","('sel et épices', 'sauces')",True,0.11999999999999995,0.7316000000000025
410,1.1,1.05,0.2,0.8,<__main__.VirtualUser object at 0x00000283B47A62C8>,4,7,21,gouter,seul,"['fruits secs et châtaignes', 'lait en bouteille ou en brique', 'viennoiserie']","('viennoiserie', 'biscuits salés pour apéritif')",False,0.2,0.716200000000002
