alpha;beta;omega;seuil_acc;user;id_user;nojour;tyrep;avecqui;repas;substitution;reponse;omega;epsilon
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;1;diner;seul;['autres boissons fraîches', 'eau du robinet', 'sauces', 'pain', 'pommes de terre et apparentés', 'huile', 'boeuf en pièces ou haché', 'fruits secs et châtaignes', 'yaourts et assimilés', 'fruits', 'gâteaux'];('fruits secs et châtaignes', 'légumes secs');True;0.1;0.99814039981404
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;2;petit-dejeuner;seul;['lait en bouteille ou en brique'];();False;0.1;0.99814039981404
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;2;dejeuner;accompagne;['eau du robinet', 'eau minérale plate', 'sel et épices', 'pain', 'pommes de terre et apparentés', 'légumes racines, tubercules ou bulbes', 'beurre', 'huile', 'pâtés, terrines, rillettes et foie gras', 'veau', 'autres sandwichs', 'plats à base de pâtes ou de pommes de terre', 'sucre et assimilés'];('sel et épices', 'herbes aromatiques');False;0.09000000000000001;0.99767549976755
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;2;gouter;accompagne;['eau du robinet', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.08000000000000002;0.99721059972106
1.001;1.005;0.05;0.75;<__main__.VirtualUser object at 0x000001D085718A20>;1;2;diner;seul;['eau de source', 'sauces'];('sauces', 'herbes aromatiques');False;0.07000000000000002;0.9967456996745699
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;1;petit-dejeuner;seul;['lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9991711562370493
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;1;dejeuner;seul;['eau du robinet', 'sauces', 'blé', 'pâtes alimentaires', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'crème fraîche', 'yaourts et assimilés', 'compotes', 'entremets'];('crème fraîche', 'yaourts et assimilés');True;0.1;0.998756734355574
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;1;gouter;accompagne;['café', 'thé et infusions', 'autres boissons fraîches', 'eau du robinet'];('thé et infusions', 'café');True;0.1;0.9983423124740987
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;1;diner;seul;['vin', 'sel et épices', 'beurre', 'huile', 'margarine', 'volailles et lapins', 'fromages affinés', 'yaourts et assimilés'];('beurre', 'huile');False;0.1;0.9979278905926233
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;2;petit-dejeuner;accompagne;['café', 'pain'];('café', 'thé et infusions');False;0.1;0.997513468711148
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;2;dejeuner;seul;['café', 'pizzas', 'plats garnis à base de viande', 'plats à base de pâtes ou de pommes de terre', 'fromages affinés', 'biscuits salés pour apéritif', 'fruits', 'pâtisseries et tartes'];('pâtisseries et tartes', 'fruits');True;0.1;0.9970990468296727
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;2;gouter;seul;['eau de source'];('eau de source', 'eau minérale plate');False;0.1;0.9966846249481973
1.001;1.005;0.05;0.8;<__main__.VirtualUser object at 0x000001D08020C4E0>;1;2;diner;accompagne;"[""condiments d'assaisonnement"", 'sauces', 'pain', 'beurre', 'autres sandwichs', 'fromages affinés']";"(""condiments d'assaisonnement"", 'sauces')";True;0.1;0.9962702030667219
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;1;petit-dejeuner;seul;['café', 'fruits', 'viennoiserie', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9989035087719298
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;1;dejeuner;accompagne;['eau minérale plate', 'beurre', 'crème fraîche', 'fromages affinés', 'yaourts et assimilés', 'crème dessert et lait gélifié', 'gâteaux'];('beurre', 'huile');True;0.1;0.9983552631578947
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;1;gouter;seul;['eau de source'];('eau de source', 'eau minérale plate');False;0.1;0.9978070175438597
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;1;diner;seul;['eau du robinet', 'sauces', 'garnitures composées', 'potages et soupes'];('sauces', 'herbes aromatiques');False;0.1;0.9972587719298246
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;2;petit-dejeuner;seul;['café', 'biscottes et panification sèche', 'pain', 'fromages affinés', 'lait en bouteille ou en brique', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.09000000000000001;0.9967105263157895
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;2;dejeuner;accompagne;['vin', 'crème fraîche', 'fromages affinés'];('fromages affinés', 'yaourts et assimilés');False;0.08000000000000002;0.9961622807017544
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;2;gouter;accompagne;['viennoiserie'];('viennoiserie', 'fruits');True;0.07000000000000002;0.9956140350877193
1.001;1.005;0.1;0.5;<__main__.VirtualUser object at 0x000001D08149DD30>;1;2;diner;seul;['crème fraîche', 'fromages affinés', 'yaourts et assimilés'];('fromages affinés', 'yaourts et assimilés');False;0.06000000000000002;0.9950657894736842
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;1;petit-dejeuner;seul;['cacao, poudres et boissons cacaotées', 'café', 'thé et infusions', 'biscuits sucrés'];('biscuits sucrés', 'gâteaux');False;0.1;0.9991711562370493
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;1;dejeuner;seul;['pain', 'fromages affinés', 'yaourts et assimilés', 'entremets', 'fruits au sirop', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.998756734355574
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;1;gouter;seul;['lait en bouteille ou en brique', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9983423124740987
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;1;diner;seul;['café', 'eau de source', 'eau du robinet', 'vin', 'margarine', 'fromage blanc et petits suisses', 'fromages affinés', 'beignets, crêpes et gaufres', 'compotes', 'fruits'];('margarine', 'huile');True;0.1;0.9979278905926233
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;2;petit-dejeuner;seul;['café', 'pain', 'lait en bouteille ou en brique', 'yaourts et assimilés', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.1;0.997513468711148
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;2;dejeuner;accompagne;['café', 'autre eau', 'eau de source', 'sauces', 'jambons et charcuteries en pièces', 'saucisses, saucissons, andouilles et boudins', 'hamburgers et hot-dog', 'crème fraîche', 'yaourts et assimilés'];('saucisses, saucissons, andouilles et boudins', 'volailles et lapins');True;0.1;0.9970990468296727
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;2;gouter;seul;['thé et infusions', 'biscottes et panification sèche', 'pain'];('thé et infusions', 'café');False;0.09000000000000001;0.9966846249481973
1.001;1.005;0.1;0.75;<__main__.VirtualUser object at 0x000001D085D90AC8>;1;2;diner;seul;['eau du robinet', 'eau minérale plate', 'pain', 'pommes de terre et apparentés', 'légumes feuilles', 'boeuf en pièces ou haché', 'volailles et lapins', 'plats à base de pâtes ou de pommes de terre', 'potages et soupes', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.09000000000000001;0.9962702030667219
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;1;petit-dejeuner;seul;['café', 'thé et infusions', 'pain', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.1;0.9987661937075879
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;1;dejeuner;seul;['café', 'eau de source', 'vin', 'légumes racines, tubercules ou bulbes', 'fromages affinés', 'fruits'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.9981492905613819
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;1;gouter;accompagne;['lait en bouteille ou en brique', 'yaourts et assimilés'];('yaourts et assimilés', 'lait en bouteille ou en brique');True;0.1;0.9975323874151758
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;1;diner;seul;['pain', 'pommes de terre et apparentés'];('pain', 'pommes de terre et apparentés');False;0.1;0.9969154842689698
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;2;petit-dejeuner;accompagne;['eau du robinet', 'eau minérale plate', 'biscottes et panification sèche', 'pain'];('biscottes et panification sèche', 'pain');True;0.1;0.9962985811227637
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;2;dejeuner;accompagne;['pain', 'légumes feuilles', 'huile', 'plats à base de légumes', 'quiches et tartes salées'];();False;0.1;0.9962985811227637
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;2;gouter;accompagne;['aliments destinés à une alimentation particulière', 'biscuits sucrés', 'chocolat en tablettes', 'fruits'];('chocolat en tablettes', 'fruits');True;0.1;0.9956816779765577
1.001;1.005;0.1;0.8;<__main__.VirtualUser object at 0x000001D084610D30>;1;2;diner;seul;['pain', 'oeufs et dérivés', 'produits dérivés des poissons', 'volailles et lapins', 'fromages affinés', 'biscuits sucrés', 'fruits'];('biscuits sucrés', 'fruits');True;0.1;0.9950647748303516
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;1;petit-dejeuner;seul;['café', 'thé et infusions', 'pain', 'beurre'];('beurre', 'margarine');False;0.1;0.99907019990702
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;1;dejeuner;seul;['café', 'sauces', 'pain', 'pâtes alimentaires', 'fruits'];('café', 'thé et infusions');False;0.1;0.99860529986053
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;1;gouter;seul;['bière', 'eau du robinet', 'sodas et colas'];('sodas et colas', 'eau du robinet');True;0.1;0.99814039981404
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;1;diner;accompagne;['jus de fruits (purs et à base  de concentré)', 'pain', 'plats sans garniture', 'fromages affinés'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.99767549976755
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;2;petit-dejeuner;accompagne;['café', 'biscottes et panification sèche', 'pain'];('café', 'thé et infusions');False;0.09000000000000001;0.99721059972106
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;2;dejeuner;accompagne;"['café', 'eau du robinet', 'vin', ""condiments d'accompagnement"", 'pain', 'pommes de terre et apparentés', 'légumes feuilles', 'huile', 'poissons de mer']";"(""condiments d'accompagnement"", 'herbes aromatiques')";True;0.08000000000000002;0.9967456996745699
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;2;gouter;seul;['beignets, crêpes et gaufres', 'biscuits sucrés', 'fruits'];('biscuits sucrés', 'fruits');True;0.07000000000000002;0.9962807996280799
1.001;1.005;0.15;0.5;<__main__.VirtualUser object at 0x000001D081129EF0>;1;2;diner;seul;['pommes de terre et apparentés', 'légumes racines, tubercules ou bulbes', 'huile', 'fromages affinés', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.06000000000000002;0.99581589958159
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;1;petit-dejeuner;seul;['confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9991701244813278
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;1;dejeuner;seul;['eau du robinet', 'eau minérale plate', 'vin', 'pain', 'fromages affinés', 'crème dessert et lait gélifié', 'fruits', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9987551867219917
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;1;gouter;accompagne;['autres boissons fraîches'];('autres boissons fraîches', 'eau du robinet');True;0.1;0.9983402489626556
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;1;diner;seul;['beurre', 'huile', 'margarine', 'pizzas', 'potages et soupes'];('beurre', 'huile');True;0.1;0.9979253112033195
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;2;petit-dejeuner;accompagne;['café', 'thé et infusions'];('café', 'thé et infusions');True;0.1;0.9975103734439834
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;2;dejeuner;accompagne;['café', 'sauces', 'légumes feuilles'];('café', 'thé et infusions');False;0.1;0.9970954356846473
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;2;gouter;accompagne;['café', 'fruits', 'pâtisseries et tartes'];('pâtisseries et tartes', 'fruits');True;0.1;0.9966804979253112
1.001;1.005;0.15;0.75;<__main__.VirtualUser object at 0x000001D0809327F0>;1;2;diner;seul;['eau de source', 'eau du robinet', 'pain', 'beurre', 'huile', 'autres poissons ou poissons sans précision', 'poissons de mer', 'porc', 'produits dérivés des poissons', 'lait en bouteille ou en brique', 'fruits'];('beurre', 'huile');True;0.1;0.9966804979253112
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;1;petit-dejeuner;seul;['café', 'pain', 'lait en bouteille ou en brique', 'fruits', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9987661937075879
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;1;dejeuner;seul;['café', 'eau du robinet', 'pain', 'huile', 'produits dérivés des poissons', 'plats à base de pâtes ou de pommes de terre', 'fromages affinés'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.9981492905613819
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;1;gouter;accompagne;['eau minérale gazeuse'];('eau minérale gazeuse', 'eau du robinet');True;0.1;0.9975323874151758
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;1;diner;seul;['herbes aromatiques', 'sauces', 'sel et épices', 'pain', 'légumes feuilles', 'huile', 'mollusques et coquillage', 'feuilletés et friands', 'potages et soupes', 'crème fraîche', 'fromages frais non affinés', 'yaourts et assimilés'];('sel et épices', 'herbes aromatiques');False;0.1;0.9969154842689698
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;2;petit-dejeuner;accompagne;['café', 'thé et infusions', 'pain'];('café', 'thé et infusions');False;0.1;0.9962985811227637
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;2;dejeuner;seul;"[""condiments d'assaisonnement"", 'sauces', 'pain', 'huile', 'margarine', 'oeufs et dérivés', 'volailles et lapins', 'beignets, crêpes et bouchées à la reine', 'plats à base de légumes', 'plats à base de pâtes ou de pommes de terre']";"(""condiments d'assaisonnement"", 'herbes aromatiques')";False;0.1;0.9956816779765577
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;2;gouter;seul;['café', 'thé et infusions'];('thé et infusions', 'café');False;0.1;0.9950647748303516
1.001;1.005;0.15;0.8;<__main__.VirtualUser object at 0x000001D085BD2F60>;1;2;diner;accompagne;['légumes racines, tubercules ou bulbes', 'oeufs et dérivés', 'fromages affinés', 'fromages frais non affinés', 'yaourts et assimilés', 'pâte chocolatée à tartiner'];('pâte chocolatée à tartiner', 'fruits au sirop');True;0.1;0.9944478716841456
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;1;petit-dejeuner;accompagne;['café', 'pain', 'viennoiserie', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9991201055873296
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;1;dejeuner;seul;"['café', 'eau minérale gazeuse', 'vin', ""condiments d'assaisonnement"", 'sauces', 'sel et épices', 'pommes de terre et apparentés', 'poissons de mer', 'plats à base de pâtes ou de pommes de terre', 'fromages affinés', 'yaourts et assimilés', 'fruits']";"(""condiments d'assaisonnement"", 'sauces')";True;0.1;0.9986801583809943
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;1;gouter;accompagne;['jus de fruits (purs et à base  de concentré)', 'biscuits sucrés', 'chocolat en tablettes', 'sucre et assimilés'];('biscuits sucrés', 'fruits');False;0.1;0.998240211174659
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;1;diner;accompagne;['vin', 'légumes feuilles', 'légumes tiges', 'porc', 'fruits'];('porc', 'poissons de mer');True;0.1;0.9978002639683238
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;2;petit-dejeuner;seul;['cacao, poudres et boissons cacaotées', 'pain'];('cacao, poudres et boissons cacaotées', 'café');True;0.11;0.9973603167619886
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;2;dejeuner;seul;['eau du robinet', 'légumes feuilles', 'crème fraîche', 'fromages affinés', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9969203695556533
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;2;gouter;accompagne;['fruits'];();False;0.1;0.9969203695556533
1.001;1.005;0.2;0.5;<__main__.VirtualUser object at 0x000001D085BD2908>;1;2;diner;seul;['eau du robinet', 'pain', 'pommes de terre et apparentés', 'huile'];();False;0.1;0.9969203695556533
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;1;petit-dejeuner;accompagne;['lait en bouteille ou en brique'];();False;0.1;1.0
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;1;dejeuner;accompagne;"['eau minérale plate', 'jus de fruits (purs et à base  de concentré)', ""condiments d'accompagnement"", 'sauces', 'pain', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'huile', 'autres sandwichs', 'plats sans garniture', 'plats à base de légumes', 'fromages affinés']";"(""condiments d'accompagnement"", 'herbes aromatiques')";True;0.1;0.9995934959349594
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;1;gouter;accompagne;['café', 'thé et infusions', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9991869918699187
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;1;diner;accompagne;['eau du robinet', 'pain', 'pommes de terre et apparentés', 'autres fruits de mer ou fruits de mer sans précision', 'potages et soupes', 'fromages affinés', 'confiture et miel', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.998780487804878
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;2;petit-dejeuner;accompagne;['café', 'beurre', 'margarine', 'lait en bouteille ou en brique', 'fruits'];('beurre', 'margarine');False;0.09000000000000001;0.9983739837398374
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;2;dejeuner;accompagne;['eau de source', 'sauces', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.08000000000000002;0.9979674796747967
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;2;gouter;seul;['thé et infusions', 'sucre et assimilés'];();False;0.08000000000000002;0.9979674796747967
1.001;1.005;0.2;0.75;<__main__.VirtualUser object at 0x000001D084610748>;1;2;diner;accompagne;"['eau minérale plate', ""condiments d'accompagnement"", 'pommes de terre et apparentés', 'légumes feuilles', 'légumes racines, tubercules ou bulbes', 'beurre', 'huile', 'potages et soupes', 'gâteaux']";"(""condiments d'accompagnement"", 'herbes aromatiques')";False;0.07000000000000002;0.9975609756097561
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;1;petit-dejeuner;accompagne;['café', 'fromage blanc et petits suisses', 'biscuits sucrés', 'confiture et miel'];('biscuits sucrés', 'céréales sucrées, glacées ou au miel');False;0.1;0.9991711562370493
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;1;dejeuner;seul;['pain', 'fromages affinés', 'entremets'];('fromages affinés', 'yaourts et assimilés');False;0.1;0.998756734355574
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;1;gouter;accompagne;['café', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9983423124740987
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;1;diner;seul;['sauces', 'haricots verts et petits pois (légumes potagers)', 'huile', 'feuilletés et friands', 'crème dessert et lait gélifié', 'fruits', 'pâtisseries et tartes'];('pâtisseries et tartes', 'fruits');True;0.1;0.9979278905926233
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;2;petit-dejeuner;seul;['biscottes et panification sèche', 'pain'];('biscottes et panification sèche', 'pain');True;0.1;0.997513468711148
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;2;dejeuner;seul;['autre eau', 'eau de source', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'huile', 'autre charcuterie ou charcuterie  sans précision', 'mollusques et coquillage', 'crème fraîche', 'fromages affinés', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.9970990468296727
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;2;gouter;seul;['café', 'thé et infusions', 'fruits', 'viennoiserie', 'confiserie', 'sucre et assimilés'];('confiserie', 'sucre et assimilés');True;0.1;0.9966846249481973
1.001;1.005;0.2;0.8;<__main__.VirtualUser object at 0x000001D084C5A470>;1;2;diner;seul;['huile'];();False;0.1;0.9966846249481973
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;1;petit-dejeuner;seul;['café'];('café', 'chicorée et poudre maltée');False;0.1;0.9991201055873296
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;1;dejeuner;accompagne;['vin', 'sauces', 'pain', 'riz', 'légumes racines, tubercules ou bulbes'];('sauces', 'herbes aromatiques');False;0.1;0.9986801583809943
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;1;gouter;seul;['café', 'pain'];('café', 'thé et infusions');False;0.1;0.998240211174659
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;1;diner;accompagne;['eau du robinet', 'vin', 'pain', 'huile', 'plats garnis à base de viande', 'beignets, crêpes et gaufres'];('beignets, crêpes et gaufres', 'fruits');True;0.1;0.9978002639683238
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;2;petit-dejeuner;accompagne;['chicorée et poudre maltée', 'biscottes et panification sèche', 'pain', 'beurre', 'margarine', 'lait en bouteille ou en brique', 'confiture et miel', 'sucre et assimilés'];('beurre', 'margarine');False;0.09000000000000001;0.9973603167619886
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;2;dejeuner;seul;['café', 'sauces', 'haricots verts et petits pois (légumes potagers)', 'légumes fruits', 'volailles et lapins', 'sandwichs baguette', 'fromages affinés', 'chocolat en tablettes', 'desserts glacés', 'fruits'];('chocolat en tablettes', 'fruits');True;0.08000000000000002;0.9969203695556533
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;2;gouter;seul;['café', 'eau du robinet', 'eau minérale gazeuse', 'vin'];('café', 'thé et infusions');False;0.07000000000000002;0.9964804223493181
1.005;1.01;0.05;0.5;<__main__.VirtualUser object at 0x000001D0838B4160>;1;2;diner;seul;['eau du robinet', 'pain', 'boeuf en pièces ou haché', 'jambons et charcuteries en pièces', 'porc', 'yaourts et assimilés'];('jambons et charcuteries en pièces', 'poissons de mer');False;0.06000000000000002;0.9960404751429829
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;1;petit-dejeuner;accompagne;['café', 'jus de fruits (purs et à base  de concentré)', 'pain', 'viennoiserie'];('viennoiserie', 'fruits');False;0.1;0.99907019990702
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;1;dejeuner;seul;['eau du robinet', 'vin', 'huile', 'jambons et charcuteries en pièces', 'hamburgers et hot-dog', 'plats garnis à base de viande', 'fruits'];();False;0.1;0.99907019990702
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;1;gouter;seul;['café', 'chicorée et poudre maltée', 'eau du robinet'];('café', 'thé et infusions');True;0.1;0.99860529986053
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;1;diner;accompagne;['eau de source', 'pain', 'légumes feuilles', 'légumes fruits', 'beurre', 'huile', 'jambons et charcuteries en pièces', 'pizzas', 'fromages affinés'];('beurre', 'huile');True;0.1;0.99814039981404
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;2;petit-dejeuner;seul;['pain', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');False;0.1;0.99767549976755
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;2;dejeuner;seul;['eau de source', 'eau du robinet', 'eau minérale plate', 'sauces', 'légumes feuilles', 'légumes fruits', 'légumes racines, tubercules ou bulbes', 'beurre', 'saucisses, saucissons, andouilles et boudins', 'volailles et lapins', 'plats garnis à base de viande', 'crème fraîche', 'fromages affinés', 'yaourts et assimilés', 'entremets', 'confiture et miel', 'sucre et assimilés'];('beurre', 'huile');True;0.1;0.99721059972106
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;2;gouter;accompagne;['café', 'thé et infusions', 'eau de source', 'eau du robinet', 'biscuits sucrés'];('biscuits sucrés', 'fruits');True;0.1;0.9967456996745699
1.005;1.01;0.05;0.75;<__main__.VirtualUser object at 0x000001D084799C18>;1;2;diner;accompagne;"['eau du robinet', ""condiments d'assaisonnement"", 'sauces', 'champignons', 'légumes feuilles', 'légumes fruits', 'pâtés, terrines, rillettes et foie gras', 'volailles et lapins', 'yaourts et assimilés', 'fruits', 'pâte chocolatée à tartiner']";"(""condiments d'assaisonnement"", 'herbes aromatiques')";False;0.1;0.9962807996280799
1.005;1.01;0.05;0.8;<__main__.VirtualUser object at 0x000001D0838D9358>;1;1;petit-dejeuner;seul;['café', 'jus de fruits (purs et à base  de concentré)', 'autres céréales pour petit déjeuner', 'sucre et assimilés'];('sucre et assimilés', 'confiture et miel');True;0.1;0.9991711562370493
